"","liczba_przypadkow","stan_rekordu_na","powiat_miasto"
"40177",24,"2021-03-08","wyszkowski"
"40178",1,"2021-03-08","zwoleński"
"40179",9,"2021-03-08","żuromiński"
"40180",17,"2021-03-08","żyrardowski"
"40181",28,"2021-03-08","Ostrołęka"
"40182",10,"2021-03-08","Płock"
"40183",49,"2021-03-08","Radom"
"40184",17,"2021-03-08","Siedlce"
"40185",833,"2021-03-08","Warszawa"
"40186",2,"2021-03-08","brzeski"
"40187",3,"2021-03-08","głubczycki"
"40188",30,"2021-03-08","kędzierzyńsko-kozielski"
"40189",4,"2021-03-08","kluczborski"
"40190",9,"2021-03-08","krapkowicki"
"40191",4,"2021-03-08","namysłowski"
"40192",22,"2021-03-08","nyski"
"40193",1,"2021-03-08","oleski"
"40194",11,"2021-03-08","opolski"
"40195",1,"2021-03-08","prudnicki"
"40196",13,"2021-03-08","strzelecki"
"40197",23,"2021-03-08","Opole"
"40198",14,"2021-03-08","bieszczadzki"
"40199",4,"2021-03-08","brzozowski"
"40200",19,"2021-03-08","dębicki"
"40201",42,"2021-03-08","jarosławski"
"40202",14,"2021-03-08","jasielski"
"40203",12,"2021-03-08","kolbuszowski"
"40204",43,"2021-03-08","krośnieński"
"40205",15,"2021-03-08","leżajski"
"40206",6,"2021-03-08","lubaczowski"
"40207",26,"2021-03-08","łańcucki"
"40208",20,"2021-03-08","mielecki"
"40209",6,"2021-03-08","niżański"
"40210",5,"2021-03-08","przemyski"
"40211",19,"2021-03-08","przeworski"
"40212",2,"2021-03-08","ropczycko-sędziszowski"
"40213",58,"2021-03-08","rzeszowski"
"40214",15,"2021-03-08","sanocki"
"40215",13,"2021-03-08","stalowowolski"
"40216",10,"2021-03-08","strzyżowski"
"40217",9,"2021-03-08","tarnobrzeski"
"40218",6,"2021-03-08","leski"
"40219",11,"2021-03-08","Krosno"
"40220",6,"2021-03-08","Przemyśl"
"40221",81,"2021-03-08","Rzeszów"
"40222",15,"2021-03-08","Tarnobrzeg"
"40223",8,"2021-03-08","augustowski"
"40224",21,"2021-03-08","białostocki"
"40225",6,"2021-03-08","bielski"
"40226",32,"2021-03-08","grajewski"
"40227",9,"2021-03-08","hajnowski"
"40228",30,"2021-03-08","kolneński"
"40229",26,"2021-03-08","łomżyński"
"40230",5,"2021-03-08","moniecki"
"40231",7,"2021-03-08","sejneński"
"40232",9,"2021-03-08","siemiatycki"
"40233",19,"2021-03-08","sokólski"
"40234",3,"2021-03-08","suwalski"
"40235",17,"2021-03-08","wysokomazowiecki"
"40236",6,"2021-03-08","zambrowski"
"40237",52,"2021-03-08","Białystok"
"40238",47,"2021-03-08","Łomża"
"40239",6,"2021-03-08","Suwałki"
"40240",11,"2021-03-08","bytowski"
"40241",7,"2021-03-08","chojnicki"
"40242",3,"2021-03-08","człuchowski"
"40243",14,"2021-03-08","gdański"
"40244",38,"2021-03-08","kartuski"
"40245",23,"2021-03-08","kościerski"
"40246",9,"2021-03-08","kwidzyński"
"40247",33,"2021-03-08","lęborski"
"40248",8,"2021-03-08","malborski"
"40249",16,"2021-03-08","nowodworski"
"40250",5,"2021-03-08","pucki"
"40251",19,"2021-03-08","słupski"
"40252",8,"2021-03-08","starogardzki"
"40253",40,"2021-03-08","tczewski"
"40254",53,"2021-03-08","wejherowski"
"40255",7,"2021-03-08","sztumski"
"40256",228,"2021-03-08","Gdańsk"
"40257",57,"2021-03-08","Gdynia"
"40258",20,"2021-03-08","Słupsk"
"40259",9,"2021-03-08","Sopot"
"40260",58,"2021-03-08","będziński"
"40261",44,"2021-03-08","bielski"
"40262",11,"2021-03-08","cieszyński"
"40263",21,"2021-03-08","częstochowski"
"40264",40,"2021-03-08","gliwicki"
"40265",18,"2021-03-08","kłobucki"
"40266",2,"2021-03-08","lubliniecki"
"40267",24,"2021-03-08","mikołowski"
"40268",9,"2021-03-08","myszkowski"
"40269",30,"2021-03-08","pszczyński"
"40270",18,"2021-03-08","raciborski"
"40271",23,"2021-03-08","rybnicki"
"40272",39,"2021-03-08","tarnogórski"
"40273",30,"2021-03-08","bieruńsko-lędziński"
"40274",11,"2021-03-08","wodzisławski"
"40275",24,"2021-03-08","zawierciański"
"40276",31,"2021-03-08","żywiecki"
"40277",25,"2021-03-08","Bielsko-Biała"
"40278",32,"2021-03-08","Bytom"
"40279",47,"2021-03-08","Chorzów"
"40280",24,"2021-03-08","Częstochowa"
"40281",30,"2021-03-08","Dąbrowa Górnicza"
"40282",46,"2021-03-08","Gliwice"
"40283",5,"2021-03-08","Jastrzębie-Zdrój"
"40284",22,"2021-03-08","Jaworzno"
"40285",108,"2021-03-08","Katowice"
"40286",30,"2021-03-08","Mysłowice"
"40287",31,"2021-03-08","Piekary Śląskie"
"40288",22,"2021-03-08","Ruda Śląska"
"40289",34,"2021-03-08","Rybnik"
"40290",19,"2021-03-08","Siemianowice Śląskie"
"40291",39,"2021-03-08","Sosnowiec"
"40292",5,"2021-03-08","Świętochłowice"
"40293",73,"2021-03-08","Tychy"
"40294",30,"2021-03-08","Zabrze"
"40295",5,"2021-03-08","Żory"
"40296",13,"2021-03-08","buski"
"40297",11,"2021-03-08","jędrzejowski"
"40298",4,"2021-03-08","kazimierski"
"40299",71,"2021-03-08","kielecki"
"40300",7,"2021-03-08","konecki"
"40301",7,"2021-03-08","opatowski"
"40302",12,"2021-03-08","ostrowiecki"
"40303",10,"2021-03-08","pińczowski"
"40304",13,"2021-03-08","sandomierski"
"40305",19,"2021-03-08","skarżyski"
"40306",5,"2021-03-08","starachowicki"
"40307",4,"2021-03-08","staszowski"
"40308",5,"2021-03-08","włoszczowski"
"40309",59,"2021-03-08","Kielce"
"40310",56,"2021-03-08","bartoszycki"
"40311",9,"2021-03-08","braniewski"
"40312",30,"2021-03-08","działdowski"
"40313",13,"2021-03-08","elbląski"
"40314",31,"2021-03-08","ełcki"
"40315",19,"2021-03-08","giżycki"
"40316",49,"2021-03-08","iławski"
"40317",30,"2021-03-08","kętrzyński"
"40318",42,"2021-03-08","lidzbarski"
"40319",17,"2021-03-08","mrągowski"
"40320",12,"2021-03-08","nidzicki"
"40321",17,"2021-03-08","nowomiejski"
"40322",1,"2021-03-08","olecki"
"40323",127,"2021-03-08","olsztyński"
"40324",52,"2021-03-08","ostródzki"
"40325",32,"2021-03-08","piski"
"40326",70,"2021-03-08","szczycieński"
"40327",1,"2021-03-08","gołdapski"
"40328",8,"2021-03-08","węgorzewski"
"40329",41,"2021-03-08","Elbląg"
"40330",178,"2021-03-08","Olsztyn"
"40331",4,"2021-03-08","chodzieski"
"40332",19,"2021-03-08","czarnkowsko-trzcianecki"
"40333",20,"2021-03-08","gnieźnieński"
"40334",8,"2021-03-08","gostyński"
"40335",1,"2021-03-08","grodziski"
"40336",7,"2021-03-08","jarociński"
"40337",4,"2021-03-08","kaliski"
"40338",16,"2021-03-08","kępiński"
"40339",8,"2021-03-08","kolski"
"40340",14,"2021-03-08","koniński"
"40341",8,"2021-03-08","kościański"
"40342",22,"2021-03-08","krotoszyński"
"40343",3,"2021-03-08","leszczyński"
"40344",7,"2021-03-08","międzychodzki"
"40345",8,"2021-03-08","nowotomyski"
"40346",11,"2021-03-08","obornicki"
"40347",15,"2021-03-08","ostrowski"
"40348",4,"2021-03-08","ostrzeszowski"
"40349",4,"2021-03-08","pilski"
"40350",8,"2021-03-08","pleszewski"
"40351",139,"2021-03-08","poznański"
"40352",20,"2021-03-08","rawicki"
"40353",25,"2021-03-08","słupecki"
"40354",28,"2021-03-08","szamotulski"
"40355",2,"2021-03-08","średzki"
"40356",9,"2021-03-08","śremski"
"40357",7,"2021-03-08","turecki"
"40358",12,"2021-03-08","wągrowiecki"
"40359",3,"2021-03-08","wolsztyński"
"40360",6,"2021-03-08","wrzesiński"
"40361",8,"2021-03-08","złotowski"
"40362",10,"2021-03-08","Kalisz"
"40363",3,"2021-03-08","Konin"
"40364",4,"2021-03-08","Leszno"
"40365",193,"2021-03-08","Poznań"
"40366",2,"2021-03-08","białogardzki"
"40367",25,"2021-03-08","choszczeński"
"40368",3,"2021-03-08","drawski"
"40369",7,"2021-03-08","goleniowski"
"40370",10,"2021-03-08","gryficki"
"40371",8,"2021-03-08","gryfiński"
"40372",4,"2021-03-08","kamieński"
"40373",15,"2021-03-08","kołobrzeski"
"40374",7,"2021-03-08","koszaliński"
"40375",5,"2021-03-08","myśliborski"
"40376",26,"2021-03-08","policki"
"40377",5,"2021-03-08","pyrzycki"
"40378",3,"2021-03-08","sławieński"
"40379",7,"2021-03-08","stargardzki"
"40380",45,"2021-03-08","szczecinecki"
"40381",13,"2021-03-08","świdwiński"
"40382",6,"2021-03-08","wałecki"
"40383",1,"2021-03-08","łobeski"
"40384",16,"2021-03-08","Koszalin"
"40385",78,"2021-03-08","Szczecin"
"40386",3,"2021-03-08","Świnoujście"
"40387",17260,"2021-03-09","Cały kraj"
"40388",13,"2021-03-09","bolesławiecki"
"40389",11,"2021-03-09","dzierżoniowski"
"40390",17,"2021-03-09","głogowski"
"40391",6,"2021-03-09","górowski"
"40392",5,"2021-03-09","jaworski"
"40393",12,"2021-03-09","jeleniogórski"
"40394",21,"2021-03-09","kamiennogórski"
"40395",71,"2021-03-09","kłodzki"
"40396",14,"2021-03-09","legnicki"
"40397",8,"2021-03-09","lubański"
"40398",31,"2021-03-09","lubiński"
"40399",10,"2021-03-09","lwówecki"
"40400",8,"2021-03-09","milicki"
"40401",24,"2021-03-09","oleśnicki"
"40402",18,"2021-03-09","oławski"
"40403",29,"2021-03-09","polkowicki"
"40404",51,"2021-03-09","strzeliński"
"40405",32,"2021-03-09","średzki"
"40406",59,"2021-03-09","świdnicki"
"40407",35,"2021-03-09","trzebnicki"
"40408",33,"2021-03-09","wałbrzyski"
"40409",1,"2021-03-09","wołowski"
"40410",83,"2021-03-09","wrocławski"
"40411",19,"2021-03-09","ząbkowicki"
"40412",22,"2021-03-09","zgorzelecki"
"40413",9,"2021-03-09","złotoryjski"
"40414",31,"2021-03-09","Jelenia Góra"
"40415",27,"2021-03-09","Legnica"
"40416",298,"2021-03-09","Wrocław"
"40417",46,"2021-03-09","Wałbrzych"
"40418",38,"2021-03-09","aleksandrowski"
"40419",39,"2021-03-09","brodnicki"
"40420",64,"2021-03-09","bydgoski"
"40421",16,"2021-03-09","chełmiński"
"40422",30,"2021-03-09","golubsko-dobrzyński"
"40423",24,"2021-03-09","grudziądzki"
"40424",93,"2021-03-09","inowrocławski"
"40425",19,"2021-03-09","lipnowski"
"40426",11,"2021-03-09","mogileński"
"40427",24,"2021-03-09","nakielski"
"40428",9,"2021-03-09","radziejowski"
"40429",18,"2021-03-09","rypiński"
"40430",11,"2021-03-09","sępoleński"
"40431",51,"2021-03-09","świecki"
"40432",45,"2021-03-09","toruński"
"40433",36,"2021-03-09","tucholski"
"40434",25,"2021-03-09","wąbrzeski"
"40435",11,"2021-03-09","włocławski"
"40436",30,"2021-03-09","żniński"
"40437",143,"2021-03-09","Bydgoszcz"
"40438",69,"2021-03-09","Grudziądz"
"40439",95,"2021-03-09","Toruń"
"40440",43,"2021-03-09","Włocławek"
"40441",17,"2021-03-09","bialski"
"40442",66,"2021-03-09","biłgorajski"
"40443",18,"2021-03-09","chełmski"
"40444",34,"2021-03-09","hrubieszowski"
"40445",19,"2021-03-09","janowski"
"40446",34,"2021-03-09","krasnostawski"
"40447",17,"2021-03-09","kraśnicki"
"40448",17,"2021-03-09","lubartowski"
"40449",36,"2021-03-09","lubelski"
"40450",17,"2021-03-09","łęczyński"
"40451",25,"2021-03-09","łukowski"
"40452",11,"2021-03-09","opolski"
"40453",9,"2021-03-09","parczewski"
"40454",11,"2021-03-09","puławski"
"40455",30,"2021-03-09","radzyński"
"40456",9,"2021-03-09","rycki"
"40457",34,"2021-03-09","świdnicki"
"40458",15,"2021-03-09","tomaszowski"
"40459",6,"2021-03-09","włodawski"
"40460",20,"2021-03-09","zamojski"
"40461",14,"2021-03-09","Biała Podlaska"
"40462",14,"2021-03-09","Chełm"
"40463",123,"2021-03-09","Lublin"
"40464",20,"2021-03-09","Zamość"
"40465",35,"2021-03-09","gorzowski"
"40466",10,"2021-03-09","krośnieński"
"40467",26,"2021-03-09","międzyrzecki"
"40468",24,"2021-03-09","nowosolski"
"40469",10,"2021-03-09","słubicki"
"40470",8,"2021-03-09","strzelecko-drezdenecki"
"40471",10,"2021-03-09","sulęciński"
"40472",7,"2021-03-09","świebodziński"
"40473",61,"2021-03-09","zielonogórski"
"40474",13,"2021-03-09","żagański"
"40475",27,"2021-03-09","żarski"
"40476",13,"2021-03-09","wschowski"
"40477",83,"2021-03-09","Gorzów Wielkopolski"
"40478",85,"2021-03-09","Zielona Góra"
"40479",37,"2021-03-09","bełchatowski"
"40480",15,"2021-03-09","kutnowski"
"40481",20,"2021-03-09","łaski"
"40482",17,"2021-03-09","łęczycki"
"40483",70,"2021-03-09","łowicki"
"40484",43,"2021-03-09","łódzki wschodni"
"40485",5,"2021-03-09","opoczyński"
"40486",120,"2021-03-09","pabianicki"
"40487",1,"2021-03-09","pajęczański"
"40488",34,"2021-03-09","piotrkowski"
"40489",10,"2021-03-09","poddębicki"
"40490",11,"2021-03-09","radomszczański"
"40491",3,"2021-03-09","rawski"
"40492",22,"2021-03-09","sieradzki"
"40493",5,"2021-03-09","skierniewicki"
"40494",47,"2021-03-09","tomaszowski"
"40495",12,"2021-03-09","wieluński"
"40496",11,"2021-03-09","wieruszowski"
"40497",38,"2021-03-09","zduńskowolski"
"40498",72,"2021-03-09","zgierski"
"40499",18,"2021-03-09","brzeziński"
"40500",373,"2021-03-09","Łódź"
"40501",24,"2021-03-09","Piotrków Trybunalski"
"40502",13,"2021-03-09","Skierniewice"
"40503",58,"2021-03-09","bocheński"
"40504",41,"2021-03-09","brzeski"
"40505",67,"2021-03-09","chrzanowski"
"40506",11,"2021-03-09","dąbrowski"
"40507",11,"2021-03-09","gorlicki"
"40508",218,"2021-03-09","krakowski"
"40509",11,"2021-03-09","limanowski"
"40510",15,"2021-03-09","miechowski"
"40511",65,"2021-03-09","myślenicki"
"40512",30,"2021-03-09","nowosądecki"
"40513",7,"2021-03-09","nowotarski"
"40514",40,"2021-03-09","olkuski"
"40515",107,"2021-03-09","oświęcimski"
"40516",30,"2021-03-09","proszowicki"
"40517",20,"2021-03-09","suski"
"40518",59,"2021-03-09","tarnowski"
"40519",17,"2021-03-09","tatrzański"
"40520",62,"2021-03-09","wadowicki"
"40521",70,"2021-03-09","wielicki"
"40522",465,"2021-03-09","Kraków"
"40523",39,"2021-03-09","Nowy Sącz"
"40524",54,"2021-03-09","Tarnów"
"40525",6,"2021-03-09","białobrzeski"
"40526",26,"2021-03-09","ciechanowski"
"40527",3,"2021-03-09","garwoliński"
"40528",5,"2021-03-09","gostyniński"
"40529",92,"2021-03-09","grodziski"
"40530",42,"2021-03-09","grójecki"
"40531",23,"2021-03-09","kozienicki"
"40532",64,"2021-03-09","legionowski"
"40533",7,"2021-03-09","lipski"
"40534",8,"2021-03-09","łosicki"
"40535",4,"2021-03-09","makowski"
"40536",67,"2021-03-09","miński"
"40537",8,"2021-03-09","mławski"
"40538",59,"2021-03-09","nowodworski"
"40539",38,"2021-03-09","ostrołęcki"
"40540",36,"2021-03-09","ostrowski"
"40541",11,"2021-03-09","otwocki"
"40542",121,"2021-03-09","piaseczyński"
"40543",31,"2021-03-09","płocki"
"40544",13,"2021-03-09","płoński"
"40545",75,"2021-03-09","pruszkowski"
"40546",21,"2021-03-09","przasnyski"
"40547",3,"2021-03-09","przysuski"
"40548",40,"2021-03-09","pułtuski"
"40549",37,"2021-03-09","radomski"
"40550",21,"2021-03-09","siedlecki"
"40551",18,"2021-03-09","sierpecki"
"40552",30,"2021-03-09","sochaczewski"
"40553",5,"2021-03-09","sokołowski"
"40554",8,"2021-03-09","szydłowiecki"
"40555",85,"2021-03-09","warszawski zachodni"
"40556",7,"2021-03-09","węgrowski"
"40557",214,"2021-03-09","wołomiński"
"40558",38,"2021-03-09","wyszkowski"
"40559",5,"2021-03-09","zwoleński"
"40560",3,"2021-03-09","żuromiński"
"40561",36,"2021-03-09","żyrardowski"
"40562",32,"2021-03-09","Ostrołęka"
"40563",43,"2021-03-09","Płock"
"40564",64,"2021-03-09","Radom"
"40565",43,"2021-03-09","Siedlce"
"40566",1094,"2021-03-09","Warszawa"
"40567",19,"2021-03-09","brzeski"
"40568",8,"2021-03-09","głubczycki"
"40569",56,"2021-03-09","kędzierzyńsko-kozielski"
"40570",15,"2021-03-09","kluczborski"
"40571",16,"2021-03-09","krapkowicki"
"40572",4,"2021-03-09","namysłowski"
"40573",31,"2021-03-09","nyski"
"40574",1,"2021-03-09","oleski"
"40575",31,"2021-03-09","opolski"
"40576",5,"2021-03-09","prudnicki"
"40577",6,"2021-03-09","strzelecki"
"40578",56,"2021-03-09","Opole"
"40579",9,"2021-03-09","bieszczadzki"
"40580",42,"2021-03-09","brzozowski"
"40581",33,"2021-03-09","dębicki"
"40582",54,"2021-03-09","jarosławski"
"40583",29,"2021-03-09","jasielski"
"40584",10,"2021-03-09","kolbuszowski"
"40585",29,"2021-03-09","krośnieński"
"40586",29,"2021-03-09","leżajski"
"40587",23,"2021-03-09","lubaczowski"
"40588",49,"2021-03-09","łańcucki"
"40589",43,"2021-03-09","mielecki"
"40590",28,"2021-03-09","niżański"
"40591",26,"2021-03-09","przemyski"
"40592",36,"2021-03-09","przeworski"
"40593",24,"2021-03-09","ropczycko-sędziszowski"
"40594",131,"2021-03-09","rzeszowski"
"40595",49,"2021-03-09","sanocki"
"40596",14,"2021-03-09","stalowowolski"
"40597",21,"2021-03-09","strzyżowski"
"40598",26,"2021-03-09","tarnobrzeski"
"40599",14,"2021-03-09","leski"
"40600",23,"2021-03-09","Krosno"
"40601",14,"2021-03-09","Przemyśl"
"40602",189,"2021-03-09","Rzeszów"
"40603",31,"2021-03-09","Tarnobrzeg"
"40604",11,"2021-03-09","augustowski"
"40605",50,"2021-03-09","białostocki"
"40606",13,"2021-03-09","bielski"
"40607",31,"2021-03-09","grajewski"
"40608",26,"2021-03-09","hajnowski"
"40609",37,"2021-03-09","kolneński"
"40610",49,"2021-03-09","łomżyński"
"40611",16,"2021-03-09","moniecki"
"40612",6,"2021-03-09","sejneński"
"40613",8,"2021-03-09","siemiatycki"
"40614",26,"2021-03-09","sokólski"
"40615",7,"2021-03-09","suwalski"
"40616",6,"2021-03-09","wysokomazowiecki"
"40617",36,"2021-03-09","zambrowski"
"40618",106,"2021-03-09","Białystok"
"40619",74,"2021-03-09","Łomża"
"40620",16,"2021-03-09","Suwałki"
"40621",16,"2021-03-09","bytowski"
"40622",14,"2021-03-09","chojnicki"
"40623",16,"2021-03-09","człuchowski"
"40624",70,"2021-03-09","gdański"
"40625",64,"2021-03-09","kartuski"
"40626",38,"2021-03-09","kościerski"
"40627",24,"2021-03-09","kwidzyński"
"40628",22,"2021-03-09","lęborski"
"40629",44,"2021-03-09","malborski"
"40630",32,"2021-03-09","nowodworski"
"40631",65,"2021-03-09","pucki"
"40632",42,"2021-03-09","słupski"
"40633",39,"2021-03-09","starogardzki"
"40634",52,"2021-03-09","tczewski"
"40635",114,"2021-03-09","wejherowski"
"40636",8,"2021-03-09","sztumski"
"40637",233,"2021-03-09","Gdańsk"
"40638",233,"2021-03-09","Gdynia"
"40639",56,"2021-03-09","Słupsk"
"40640",21,"2021-03-09","Sopot"
"40641",69,"2021-03-09","będziński"
"40642",183,"2021-03-09","bielski"
"40643",135,"2021-03-09","cieszyński"
"40644",78,"2021-03-09","częstochowski"
"40645",59,"2021-03-09","gliwicki"
"40646",31,"2021-03-09","kłobucki"
"40647",22,"2021-03-09","lubliniecki"
"40648",49,"2021-03-09","mikołowski"
"40649",28,"2021-03-09","myszkowski"
"40650",56,"2021-03-09","pszczyński"
"40651",30,"2021-03-09","raciborski"
"40652",17,"2021-03-09","rybnicki"
"40653",38,"2021-03-09","tarnogórski"
"40654",32,"2021-03-09","bieruńsko-lędziński"
"40655",46,"2021-03-09","wodzisławski"
"40656",56,"2021-03-09","zawierciański"
"40657",205,"2021-03-09","żywiecki"
"40658",160,"2021-03-09","Bielsko-Biała"
"40659",55,"2021-03-09","Bytom"
"40660",36,"2021-03-09","Chorzów"
"40661",136,"2021-03-09","Częstochowa"
"40662",79,"2021-03-09","Dąbrowa Górnicza"
"40663",109,"2021-03-09","Gliwice"
"40664",27,"2021-03-09","Jastrzębie-Zdrój"
"40665",29,"2021-03-09","Jaworzno"
"40666",150,"2021-03-09","Katowice"
"40667",48,"2021-03-09","Mysłowice"
"40668",32,"2021-03-09","Piekary Śląskie"
"40669",78,"2021-03-09","Ruda Śląska"
"40670",55,"2021-03-09","Rybnik"
"40671",36,"2021-03-09","Siemianowice Śląskie"
"40672",137,"2021-03-09","Sosnowiec"
"40673",22,"2021-03-09","Świętochłowice"
"40674",42,"2021-03-09","Tychy"
"40675",67,"2021-03-09","Zabrze"
"40676",18,"2021-03-09","Żory"
"40677",16,"2021-03-09","buski"
"40678",23,"2021-03-09","jędrzejowski"
"40679",13,"2021-03-09","kazimierski"
"40680",71,"2021-03-09","kielecki"
"40681",29,"2021-03-09","konecki"
"40682",6,"2021-03-09","opatowski"
"40683",31,"2021-03-09","ostrowiecki"
"40684",12,"2021-03-09","pińczowski"
"40685",12,"2021-03-09","sandomierski"
"40686",18,"2021-03-09","skarżyski"
"40687",18,"2021-03-09","starachowicki"
"40688",7,"2021-03-09","staszowski"
"40689",12,"2021-03-09","włoszczowski"
"40690",70,"2021-03-09","Kielce"
"40691",69,"2021-03-09","bartoszycki"
"40692",13,"2021-03-09","braniewski"
"40693",46,"2021-03-09","działdowski"
"40694",26,"2021-03-09","elbląski"
"40695",32,"2021-03-09","ełcki"
"40696",34,"2021-03-09","giżycki"
"40697",81,"2021-03-09","iławski"
"40698",39,"2021-03-09","kętrzyński"
"40699",44,"2021-03-09","lidzbarski"
"40700",34,"2021-03-09","mrągowski"
"40701",54,"2021-03-09","nidzicki"
"40702",39,"2021-03-09","nowomiejski"
"40703",7,"2021-03-09","olecki"
"40704",217,"2021-03-09","olsztyński"
"40705",72,"2021-03-09","ostródzki"
"40706",27,"2021-03-09","piski"
"40707",48,"2021-03-09","szczycieński"
"40708",2,"2021-03-09","gołdapski"
"40709",9,"2021-03-09","węgorzewski"
"40710",54,"2021-03-09","Elbląg"
"40711",325,"2021-03-09","Olsztyn"
"40712",24,"2021-03-09","chodzieski"
"40713",26,"2021-03-09","czarnkowsko-trzcianecki"
"40714",101,"2021-03-09","gnieźnieński"
"40715",4,"2021-03-09","gostyński"
"40716",14,"2021-03-09","grodziski"
"40717",16,"2021-03-09","jarociński"
"40718",9,"2021-03-09","kaliski"
"40719",6,"2021-03-09","kępiński"
"40720",17,"2021-03-09","kolski"
"40721",22,"2021-03-09","koniński"
"40722",18,"2021-03-09","kościański"
"40723",44,"2021-03-09","krotoszyński"
"40724",19,"2021-03-09","leszczyński"
"40725",13,"2021-03-09","międzychodzki"
"40726",64,"2021-03-09","nowotomyski"
"40727",22,"2021-03-09","obornicki"
"40728",38,"2021-03-09","ostrowski"
"40729",8,"2021-03-09","ostrzeszowski"
"40730",31,"2021-03-09","pilski"
"40731",17,"2021-03-09","pleszewski"
"40732",221,"2021-03-09","poznański"
"40733",15,"2021-03-09","rawicki"
"40734",6,"2021-03-09","słupecki"
"40735",39,"2021-03-09","szamotulski"
"40736",33,"2021-03-09","średzki"
"40737",10,"2021-03-09","śremski"
"40738",2,"2021-03-09","turecki"
"40739",22,"2021-03-09","wągrowiecki"
"40740",32,"2021-03-09","wolsztyński"
"40741",25,"2021-03-09","wrzesiński"
"40742",19,"2021-03-09","złotowski"
"40743",15,"2021-03-09","Kalisz"
"40744",16,"2021-03-09","Konin"
"40745",23,"2021-03-09","Leszno"
"40746",367,"2021-03-09","Poznań"
"40747",16,"2021-03-09","białogardzki"
"40748",9,"2021-03-09","choszczeński"
"40749",29,"2021-03-09","drawski"
"40750",25,"2021-03-09","goleniowski"
"40751",17,"2021-03-09","gryficki"
"40752",14,"2021-03-09","gryfiński"
"40753",16,"2021-03-09","kamieński"
"40754",6,"2021-03-09","kołobrzeski"
"40755",13,"2021-03-09","koszaliński"
"40756",13,"2021-03-09","myśliborski"
"40757",38,"2021-03-09","policki"
"40758",7,"2021-03-09","pyrzycki"
"40759",12,"2021-03-09","sławieński"
"40760",46,"2021-03-09","stargardzki"
"40761",30,"2021-03-09","szczecinecki"
"40762",10,"2021-03-09","świdwiński"
"40763",6,"2021-03-09","wałecki"
"40764",16,"2021-03-09","łobeski"
"40765",18,"2021-03-09","Koszalin"
"40766",127,"2021-03-09","Szczecin"
"40767",10,"2021-03-09","Świnoujście"
"40768",21045,"2021-03-10","Cały kraj"
"40769",21,"2021-03-10","bolesławiecki"
"40770",32,"2021-03-10","dzierżoniowski"
"40771",30,"2021-03-10","głogowski"
"40772",3,"2021-03-10","górowski"
"40773",14,"2021-03-10","jaworski"
"40774",11,"2021-03-10","jeleniogórski"
"40775",44,"2021-03-10","kamiennogórski"
"40776",123,"2021-03-10","kłodzki"
"40777",13,"2021-03-10","legnicki"
"40778",11,"2021-03-10","lubański"
"40779",47,"2021-03-10","lubiński"
"40780",15,"2021-03-10","lwówecki"
"40781",24,"2021-03-10","milicki"
"40782",28,"2021-03-10","oleśnicki"
"40783",53,"2021-03-10","oławski"
"40784",13,"2021-03-10","polkowicki"
"40785",8,"2021-03-10","strzeliński"
"40786",20,"2021-03-10","średzki"
"40787",102,"2021-03-10","świdnicki"
"40788",54,"2021-03-10","trzebnicki"
"40789",33,"2021-03-10","wałbrzyski"
"40790",8,"2021-03-10","wołowski"
"40791",145,"2021-03-10","wrocławski"
"40792",31,"2021-03-10","ząbkowicki"
"40793",21,"2021-03-10","zgorzelecki"
"40794",3,"2021-03-10","złotoryjski"
"40795",17,"2021-03-10","Jelenia Góra"
"40796",48,"2021-03-10","Legnica"
"40797",481,"2021-03-10","Wrocław"
"40798",42,"2021-03-10","Wałbrzych"
"40799",30,"2021-03-10","aleksandrowski"
"40800",26,"2021-03-10","brodnicki"
"40801",90,"2021-03-10","bydgoski"
"40802",38,"2021-03-10","chełmiński"
"40803",59,"2021-03-10","golubsko-dobrzyński"
"40804",28,"2021-03-10","grudziądzki"
"40805",122,"2021-03-10","inowrocławski"
"40806",29,"2021-03-10","lipnowski"
"40807",12,"2021-03-10","mogileński"
"40808",52,"2021-03-10","nakielski"
"40809",7,"2021-03-10","radziejowski"
"40810",22,"2021-03-10","rypiński"
"40811",12,"2021-03-10","sępoleński"
"40812",53,"2021-03-10","świecki"
"40813",67,"2021-03-10","toruński"
"40814",35,"2021-03-10","tucholski"
"40815",28,"2021-03-10","wąbrzeski"
"40816",25,"2021-03-10","włocławski"
"40817",47,"2021-03-10","żniński"
"40818",262,"2021-03-10","Bydgoszcz"
"40819",84,"2021-03-10","Grudziądz"
"40820",129,"2021-03-10","Toruń"
"40821",57,"2021-03-10","Włocławek"
"40822",36,"2021-03-10","bialski"
"40823",60,"2021-03-10","biłgorajski"
"40824",12,"2021-03-10","chełmski"
"40825",25,"2021-03-10","hrubieszowski"
"40826",15,"2021-03-10","janowski"
"40827",5,"2021-03-10","krasnostawski"
"40828",10,"2021-03-10","kraśnicki"
"40829",14,"2021-03-10","lubartowski"
"40830",55,"2021-03-10","lubelski"
"40831",2,"2021-03-10","łęczyński"
"40832",12,"2021-03-10","łukowski"
"40833",11,"2021-03-10","opolski"
"40834",0,"2021-03-10","parczewski"
"40835",36,"2021-03-10","puławski"
"40836",19,"2021-03-10","radzyński"
"40837",14,"2021-03-10","rycki"
"40838",22,"2021-03-10","świdnicki"
"40839",9,"2021-03-10","tomaszowski"
